images/apples/apple1.jpg	16	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.001 0.002 0.005 0.006 0.01 0.011 0.013 0.012 0.002 	0.0 0.001 0.003 0.005 0.008 0.008 0.008 0.006 0.005 0.005 0.006 0.005 0.001 0.0 0.0 0.0 	0.0 0.002 0.01 0.01 0.01 0.009 0.009 0.005 0.002 0.002 0.001 0.001 0.0 0.0 0.0 0.0 
images/apples/apple2.jpg	16	0.0 0.0 0.0 0.0 0.0 0.001 0.001 0.001 0.001 0.004 0.011 0.01 0.008 0.009 0.01 0.007 	0.006 0.011 0.008 0.005 0.005 0.005 0.004 0.004 0.004 0.003 0.002 0.002 0.001 0.001 0.002 0.0 	0.008 0.011 0.009 0.007 0.006 0.005 0.005 0.003 0.002 0.002 0.001 0.001 0.001 0.001 0.002 0.0 
images/apples/apple3.jpg	16	0.0 0.0 0.0 0.001 0.001 0.002 0.001 0.004 0.006 0.007 0.008 0.01 0.007 0.005 0.006 0.005 	0.011 0.008 0.01 0.006 0.004 0.003 0.002 0.003 0.003 0.002 0.002 0.002 0.002 0.002 0.003 0.0 	0.01 0.009 0.011 0.008 0.004 0.003 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.003 0.0 
images/apples/apple4.jpg	16	0.0 0.0 0.0 0.0 0.001 0.001 0.001 0.001 0.001 0.002 0.006 0.012 0.012 0.007 0.007 0.011 	0.001 0.007 0.013 0.008 0.005 0.004 0.005 0.004 0.004 0.003 0.002 0.001 0.001 0.001 0.002 0.0 	0.003 0.008 0.014 0.009 0.006 0.005 0.004 0.004 0.003 0.002 0.002 0.001 0.001 0.001 0.002 0.0 
images/apples/apple5.jpg	16	0.0 0.001 0.001 0.0 0.001 0.001 0.001 0.001 0.002 0.002 0.002 0.004 0.008 0.01 0.014 0.015 	0.003 0.005 0.006 0.006 0.005 0.004 0.004 0.004 0.004 0.006 0.006 0.004 0.003 0.001 0.002 0.0 	0.005 0.006 0.008 0.008 0.007 0.006 0.005 0.005 0.004 0.003 0.002 0.001 0.001 0.001 0.002 0.0 
images/apples/apple6.jpg	16	0.0 0.0 0.0 0.0 0.001 0.002 0.002 0.002 0.002 0.002 0.004 0.008 0.013 0.016 0.008 0.002 	0.0 0.017 0.019 0.002 0.002 0.002 0.002 0.003 0.004 0.003 0.002 0.001 0.001 0.001 0.001 0.0 	0.0 0.002 0.031 0.008 0.005 0.004 0.003 0.002 0.002 0.002 0.001 0.001 0.001 0.001 0.001 0.0 
images/apples/apple7.jpg	16	0.0 0.0 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.004 0.022 0.026 	0.0 0.0 0.001 0.002 0.003 0.006 0.007 0.008 0.008 0.008 0.007 0.006 0.003 0.002 0.002 0.0 	0.003 0.007 0.008 0.009 0.007 0.007 0.005 0.004 0.004 0.002 0.001 0.001 0.001 0.001 0.002 0.0 
images/apples/apple8.jpg	16	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.002 0.008 0.014 0.016 0.022 	0.0 0.001 0.003 0.014 0.012 0.007 0.004 0.002 0.002 0.002 0.003 0.003 0.004 0.003 0.002 0.001 	0.003 0.006 0.016 0.017 0.007 0.003 0.002 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.002 0.0 
images/apples/apple9.jpg	16	0.0 0.0 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.004 0.022 0.026 	0.0 0.0 0.001 0.002 0.003 0.006 0.007 0.008 0.008 0.008 0.007 0.006 0.003 0.002 0.002 0.0 	0.003 0.007 0.008 0.009 0.007 0.007 0.005 0.004 0.004 0.002 0.001 0.001 0.001 0.001 0.002 0.0 
images/apples/apple10.jpg	16	0.0 0.0 0.0 0.0 0.0 0.002 0.002 0.003 0.003 0.004 0.007 0.008 0.005 0.005 0.008 0.016 	0.0 0.006 0.01 0.006 0.004 0.005 0.006 0.007 0.007 0.004 0.002 0.002 0.001 0.001 0.001 0.001 	0.0 0.013 0.023 0.008 0.004 0.003 0.002 0.002 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.0 
images/carrots/carrot1.jpg	16	0.0 0.0 0.001 0.002 0.004 0.005 0.006 0.004 0.003 0.003 0.003 0.002 0.005 0.008 0.012 0.003 	0.0 0.0 0.0 0.0 0.001 0.003 0.008 0.013 0.01 0.007 0.006 0.005 0.003 0.002 0.002 0.002 	0.003 0.017 0.013 0.007 0.004 0.004 0.003 0.003 0.002 0.001 0.001 0.001 0.001 0.001 0.002 0.0 
images/carrots/carrot2.jpg	16	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.001 0.001 0.002 0.002 0.003 0.003 0.004 0.009 0.038 	0.0 0.0 0.001 0.004 0.004 0.005 0.005 0.005 0.007 0.01 0.01 0.004 0.001 0.0 0.004 0.001 	0.013 0.004 0.004 0.005 0.007 0.006 0.006 0.007 0.003 0.002 0.0 0.0 0.0 0.0 0.004 0.0 
images/carrots/carrot3.jpg	16	0.0 0.002 0.004 0.004 0.004 0.004 0.004 0.003 0.002 0.002 0.001 0.001 0.001 0.002 0.007 0.022 	0.0 0.001 0.002 0.004 0.005 0.006 0.008 0.009 0.006 0.004 0.002 0.002 0.002 0.002 0.006 0.003 	0.019 0.01 0.007 0.004 0.003 0.002 0.001 0.001 0.001 0.001 0.001 0.001 0.001 0.002 0.007 0.0 
